"APPLICATION_NUMBER","USE_STATUS","DIRECT_SEASON_START_MONTH_1","DIRECT_DIV_SEASON_END_MONTH_1","DIRECT_SEASON_START_MONTH_2","DIRECT_DIV_SEASON_END_MONTH_2","STORAGE_SEASON_START_MONTH_1","STORAGE_SEASON_END_MONTH_1","STORAGE_SEASON_START_MONTH_2","STORAGE_SEASON_END_MONTH_2"
"A023539","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023540","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023540","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023545","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023545","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023558","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023558","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023563","Requested when filed",3,11,NA,NA,NA,NA,NA,NA
"A023605","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023605","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023615","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023615","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023615","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023615","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023629","Migrated from old WRIMS data",5,8,NA,NA,NA,NA,NA,NA
"A023629","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A023639","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A023639","Migrated from old WRIMS data",11,4,NA,NA,NA,NA,NA,NA
"A023654A","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023654A","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A023654A","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A023654A","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A023654B","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A023654B","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A023654B","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A023654B","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A023655","Migrated from old WRIMS data",2,4,NA,NA,NA,NA,NA,NA
"A023660","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A023660","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A023660","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A023663","Migrated from old WRIMS data",NA,NA,NA,NA,3,5,NA,NA
"A023663","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A023663","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A023664","Requested when filed",11,6,NA,NA,NA,NA,NA,NA
"A023670","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A023670","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A023671","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A023678","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023678","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023679","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023679","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023681","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023682","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023682","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023700","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A023707","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A023737","Migrated from old WRIMS data",3,7,NA,NA,2,7,NA,NA
"A023737","Migrated from old WRIMS data",3,7,NA,NA,2,7,NA,NA
"A023737","Migrated from old WRIMS data",3,7,NA,NA,2,7,NA,NA
"A023748","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023748","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023748","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A023766","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A023766","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A023792","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023792","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023793","Requested when filed",3,9,NA,NA,11,5,NA,NA
"A023793","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A023793","Requested when filed",3,9,NA,NA,11,5,NA,NA
"A023793","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A023794","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023794","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A023802","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023802","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023802","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A023817","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A023835","Migrated from old WRIMS data",5,11,11,5,NA,NA,NA,NA
"A023835","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A023835","Migrated from old WRIMS data",5,11,11,5,NA,NA,NA,NA
"A023835","Migrated from old WRIMS data",5,11,11,5,NA,NA,NA,NA
"A023836","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023836","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023839","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023839","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023839","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023839","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023840","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023840","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023840","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023840","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A023868","Migrated from old WRIMS data",6,6,NA,NA,NA,NA,NA,NA
"A023868","Migrated from old WRIMS data",6,6,NA,NA,NA,NA,NA,NA
"A023868","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A023869","Migrated from old WRIMS data",3,6,NA,NA,12,6,NA,NA
"A023869","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023869","Migrated from old WRIMS data",3,6,NA,NA,12,6,NA,NA
"A023869","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A023880","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A023880","Migrated from old WRIMS data",3,5,NA,NA,10,6,NA,NA
"A023880","Migrated from old WRIMS data",3,5,NA,NA,10,6,NA,NA
"A023895","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A023895","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A023902","Requested when filed",6,10,NA,NA,NA,NA,NA,NA
"A023915","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A023916","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A023926A","Requested when filed",3,5,3,5,NA,NA,NA,NA
"A023926A","Requested when filed",3,5,10,11,NA,NA,NA,NA
"A023926B","Migrated from old WRIMS data",3,5,10,11,3,5,NA,NA
"A023926B","Migrated from old WRIMS data",3,5,10,11,3,5,NA,NA
"A023926B","Added by change order",3,5,10,11,3,5,NA,NA
"A023949","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A023998","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A023998","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024004","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024004","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024004","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024010","Migrated from old WRIMS data",1,12,NA,NA,11,6,NA,NA
"A024010","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A024010","Migrated from old WRIMS data",5,10,NA,NA,11,6,NA,NA
"A024010","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024013","Requested when filed",NA,NA,NA,NA,3,5,NA,NA
"A024014","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024017","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024017","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024017","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024017","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024025","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024025","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024025","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024028","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A024028","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A024028","Added by change order",NA,NA,NA,NA,10,5,NA,NA
"A024028","Added under section 798 of Regs",NA,NA,NA,NA,10,5,NA,NA
"A024044","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024044","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024044","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024050","Requested when filed",3,5,NA,NA,NA,NA,NA,NA
"A024051","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024051","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024051","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024051","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024053","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024053","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024053","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024053","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024056","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024056","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024056","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024101","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024101","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024101","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024104","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A024104","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A024126","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A024126","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A024130","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A024130","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A024130","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A024130","Added by change order",NA,NA,NA,NA,10,5,NA,NA
"A024139","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024139","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024140","Migrated from old WRIMS data",3,5,9,11,11,7,NA,NA
"A024140","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024141","Requested when filed",10,11,NA,NA,NA,NA,NA,NA
"A024163","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A024173","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024173","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024205","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024205","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024205","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024205","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024209A","Requested when filed",6,8,NA,NA,NA,NA,NA,NA
"A024209A","Requested when filed",6,8,NA,NA,NA,NA,NA,NA
"A024209B","Requested when filed",3,5,9,11,NA,NA,NA,NA
"A024223","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024223","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024223","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024223","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024238","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024238","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024238","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024238","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024247","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024266A","Migrated from old WRIMS data",7,8,NA,NA,NA,NA,NA,NA
"A024266B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024268A","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A024268B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024268B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024269A","Requested when filed",6,8,NA,NA,NA,NA,NA,NA
"A024269B","Requested when filed",3,5,NA,NA,NA,NA,NA,NA
"A024270A","Requested when filed",6,9,NA,NA,NA,NA,NA,NA
"A024270B","Requested when filed",3,5,9,11,NA,NA,NA,NA
"A024271A","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024271A","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024271B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024300A","Requested when filed",4,10,NA,NA,11,4,NA,NA
"A024300A","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A024300A","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A024300A","Requested when filed",4,10,NA,NA,11,4,NA,NA
"A024301","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024301","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024301","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024310A","Migrated from old WRIMS data",5,7,NA,NA,NA,NA,NA,NA
"A024310A","Migrated from old WRIMS data",5,7,NA,NA,NA,NA,NA,NA
"A024310B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024311A","Migrated from old WRIMS data",5,7,NA,NA,NA,NA,NA,NA
"A024311A","Migrated from old WRIMS data",5,7,NA,NA,NA,NA,NA,NA
"A024311B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024318","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024318","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024344","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024344","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024344","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A024377","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024377","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024378","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024378","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024378","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024378","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024391","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A024391","Added by change order",NA,NA,NA,NA,11,4,NA,NA
"A024404","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024404","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024404","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024404","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024404","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024405","Migrated from old WRIMS data",4,6,NA,NA,12,6,NA,NA
"A024405","Migrated from old WRIMS data",4,6,NA,NA,12,6,NA,NA
"A024405","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A024408","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A024408","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A024409","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A024409","Migrated from old WRIMS data",3,6,NA,NA,11,6,NA,NA
"A024412","Migrated from old WRIMS data",3,5,NA,NA,11,5,NA,NA
"A024412","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024412","Migrated from old WRIMS data",3,5,NA,NA,11,5,NA,NA
"A024412","Migrated from old WRIMS data",3,5,NA,NA,11,5,NA,NA
"A024425","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024425","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024457","Migrated from old WRIMS data",3,5,NA,NA,12,5,NA,NA
"A024457","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A024457","Migrated from old WRIMS data",3,5,NA,NA,12,5,NA,NA
"A024488","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024488","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024488","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024502","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A024502","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A024502","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A024522A","Requested when filed",5,11,NA,NA,11,5,NA,NA
"A024522B","Requested when filed",3,11,NA,NA,11,5,NA,NA
"A024522B","Requested when filed",3,11,NA,NA,11,5,NA,NA
"A024544","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A024569","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024569","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024571A","Requested when filed",5,11,NA,NA,NA,NA,NA,NA
"A024571A","Requested when filed",5,9,NA,NA,NA,NA,NA,NA
"A024571B","Requested when filed",3,5,NA,NA,NA,NA,NA,NA
"A024593A","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024593A","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024593A","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024593A","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024593A","Requested when filed",NA,NA,NA,NA,11,5,NA,NA
"A024593B","Requested when filed",3,5,NA,NA,NA,NA,NA,NA
"A024604","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A024604","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A024617","Migrated from old WRIMS data",5,8,NA,NA,NA,NA,NA,NA
"A024617","Migrated from old WRIMS data",3,5,9,10,NA,NA,NA,NA
"A024644","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A024644","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A024645","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024645","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024645","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024645","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024645","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024678B","Migrated from old WRIMS data",3,6,9,10,NA,NA,NA,NA
"A024678B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024682","Migrated from old WRIMS data",NA,NA,NA,NA,10,12,NA,NA
"A024682","Migrated from old WRIMS data",NA,NA,NA,NA,10,12,NA,NA
"A024682","Migrated from old WRIMS data",NA,NA,NA,NA,10,12,NA,NA
"A024688A","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A024688B","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A024691A","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024691A","Migrated from old WRIMS data",6,7,NA,NA,11,6,NA,NA
"A024691A","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024691B","Migrated from old WRIMS data",3,6,NA,NA,NA,NA,NA,NA
"A024706","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024706","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024706","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024706","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024706","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A024725","Migrated from old WRIMS data",12,4,NA,NA,NA,NA,NA,NA
"A024725","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A024725","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A024725","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A024725","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A024725","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A024741","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024741","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024741","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024741","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024761","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024761","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024761","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024762A","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024762B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024763B","Requested when filed",3,5,NA,NA,NA,NA,NA,NA
"A024764","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024764","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024764","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A024764","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024764","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024774","Migrated from old WRIMS data",6,9,NA,NA,11,4,NA,NA
"A024780","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A024782","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024782","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024782","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024782","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024783","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A024783","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A024784","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024789A","Migrated from old WRIMS data",5,6,9,9,NA,NA,NA,NA
"A024789B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024790A","Requested when filed",NA,NA,NA,NA,1,5,NA,NA
"A024790A","Requested when filed",NA,NA,NA,NA,1,5,NA,NA
"A024791","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024805","Migrated from old WRIMS data",11,4,NA,NA,NA,NA,NA,NA
"A024805","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A024805","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A024805","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A024807","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024807","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024807","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024817","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A024817","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A024820","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024827","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024827","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024827","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024827","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A024854","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A024854","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A024864A","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024864A","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024864B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024865A01","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024865A02","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024865A02","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024865B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024865B","Migrated from old WRIMS data",4,6,NA,NA,NA,NA,NA,NA
"A024874","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A024877","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024877","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024884","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A024884","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024889","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A024890","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"A024890","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"A024891","Migrated from old WRIMS data",4,12,NA,NA,NA,NA,NA,NA
"A024892A","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024892A","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A024892B","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A024893A","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024893B","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A024894","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
